Category,asin,Rank,Product Name,Rating,Rating Count,Price,tag,Short Name
Frying Pans,B09BD32J92,11,"The Indus Valley Pre-Seasoned Iron Tawa for Dosa/Chapathi with Wooden Handle | 27cm/10.6 inch, 0.95kg | Gas Stove Friendly | 100% Pure & Toxin-Free, No Chemical Coating",3.4,917,699,Pre-Seasoned Iron Tawa,The Indus Valley Pre-Seasoned Iron Tawa for Dosa
Woks,B09XR5LY4W,3,"The Indus Valley Pre-Seasoned Iron Wok with Strong Wooden Handle | Medium, 30.4cm/12 inch, 4.2Ltr, 1.5kg | Gas Compatible | Pre-Seasoned Wok, 100% Pure & Toxin-Free, No Chemical Coating",3.8,1960,849,Pre-Seasoned Iron Wok with Wooden Handle,The Indus Valley Pre-Seasoned Iron Wok with Strong Wooden Handle 
Kadhai & Woks,B09XR5LY4W,10,"The Indus Valley Pre-Seasoned Iron Wok with Strong Wooden Handle | Medium, 30.4cm/12 inch, 4.2Ltr, 1.5kg | Gas Compatible | Pre-Seasoned Wok, 100% Pure & Toxin-Free, No Chemical Coating",3.8,1960,849,Pre-Seasoned Iron Wok with Wooden Handle,The Indus Valley Pre-Seasoned Iron Wok with Strong Wooden Handle 
Kadhai & Woks,B08VW3GN6P,8,"The Indus Valley Super Smooth Cast Iron Kadai | Medium, 25.4cm/10 inch, 2.5Ltr, 2.4kg | Nonstick, Pre-Seasoned Kadhai, 100% Pure & Toxin-Free, No Chemical Coating",4,1512,1699,Pre-Seasoned Nonstick Cast Iron Kadai,The Indus Valley Super Smooth Cast Iron Kadai 
Frying Pans,B073Q8DY3B,30,"amazon basics Cast Iron Heavy Duty Pre-Seasoned Wok Pan (14Inch), Black",4.2,2831,1599,Pre-Seasoned Wok Pan,amazon basics Cast Iron Heavy Duty Pre-Seasoned Wok Pan 
Frying Pans,B09P8FYZW1,22,Wonderchef Forza Pre Seasoned 15 cm Cast Iron Fry Pan | with Lifetime Exchange Warranty | Black,3.8,1033,669,Pre-seasoned Cast Iron Fry Pan,Wonderchef Forza Pre Seasoned 15 cm Cast Iron Fry Pan 
Woks,B08HYQ2WQ6,7,"Vinod Legacy Pre Seasoned Cast Iron Kadai with Glass Lid - 4.3 Litre, 26 cm | Naturally Non Stick Kadhai for Cooking | 100% Pure | Toxin Free | Safety Sleeve | Rust Proof",4.1,2378,3199,Pre-seasoned Cast Iron Kadai with Glass Lid,Vinod Legacy Pre Seasoned Cast Iron Kadai with Glass Lid - 4.3 Litre
Kadhai & Woks,B08HYQ2WQ6,17,"Vinod Legacy Pre Seasoned Cast Iron Kadai with Glass Lid - 4.3 Litre, 26 cm | Naturally Non Stick Kadhai for Cooking | 100% Pure | Toxin Free | Safety Sleeve | Rust Proof",4.1,2378,3199,Pre-seasoned Cast Iron Kadai with Glass Lid,Vinod Legacy Pre Seasoned Cast Iron Kadai with Glass Lid - 4.3 Litre
Woks,B084ZNRRYL,15,"Meyer Pre Seasoned Cast Iron Kadai|Iron Kadhai with Lid for Cooking and Stir Frying | Heavy Base Iron Kadai Big Size | Gas Stove and Induction Friendly 30cm/ 4.5 Liters, Black",4.1,628,3950,Pre-seasoned Cast Iron Kadai with Lid,Meyer Pre Seasoned Cast Iron Kadai
Woks,B084ZYWLH8,24,"Meyer Pre Seasoned Cast Iron Kadai|Iron Kadhai with Lid for Cooking and Deep Frying | Heavy Base Iron Kadai Small Size | Gas Stove and Induction Friendly 24cm/ 3 Liters, Black",4.1,448,3199,Pre-seasoned Cast Iron Kadai with Lid,Meyer Pre Seasoned Cast Iron Kadai
Kettles & Tea Machines,B07B5XJ572,16,iBELL MPK120L Premium Multi Purpose Kettle/Cooker with 2 Pots 1.2 Litre (Silver),4.2,2520,1456,Premium Multi Purpose Kettle/Cooker with 2 Pots,iBELL MPK120L Premium Multi Purpose Kettle
Electric Kettles,B07B5XJ572,16,iBELL MPK120L Premium Multi Purpose Kettle/Cooker with 2 Pots 1.2 Litre (Silver),4.2,2520,1456,Premium Multi Purpose Kettle/Cooker with Pots,iBELL MPK120L Premium Multi Purpose Kettle
Frying Pans,B08SCBN7CH,13,"The Indus Valley Preseasoned Cast Iron Fish Fry Pan with Double Handle| Medium 22.5cm/ 8.8inch, 1.5kg | Induction Friendly | Nonstick Fish Fry Pan, 100% Pure & Toxin Free, No Chemical Coating,Black",3.8,1089,699,Preseasoned Cast Iron Fish Fry Pan,The Indus Valley Preseasoned Cast Iron Fish Fry Pan with Double Handle
Reusable Filters,B079YBT2LJ,21,Fellowes Prismo Aero Press Attachment,4.5,3937,6918,Press attachment,Fellowes Prismo Aero Press Attachment
Cookware,B00SX03I80,2,"Hawkins 3 Litre Contura Black Pressure Cooker, Hard Anodised Inner Lid Cooker, Handi Cooker, Black (CB30)",4.3,32964,2003,Pressure Cooker,Hawkins 3 Litre Contura Black Pressure Cooker
Pots & Pans,B00SX03I80,2,"Hawkins 3 Litre Contura Black Pressure Cooker, Hard Anodised Inner Lid Cooker, Handi Cooker, Black (CB30)",4.3,32964,2003,Pressure Cooker,Hawkins 3 Litre Contura Black Pressure Cooker
Pots & Pans,B08RWJ5MGW,17,Pigeon by Stovekraft 3 Litre Special Plus Contura Hard Anodised Inner Lid Induction Base Pressure Cooker (Black) BIS Certified,4.1,2717,1099,Pressure Cooker,Pigeon by Stovekraft 3 Litre Special Plus Contura Hard Anodised Inner Lid Induction Base Pressure Cooker 
Cookware,B08RWJ5MGW,17,Pigeon by Stovekraft 3 Litre Special Plus Contura Hard Anodised Inner Lid Induction Base Pressure Cooker (Black) BIS Certified,4.1,2717,1099,Pressure Cooker,Pigeon by Stovekraft 3 Litre Special Plus Contura Hard Anodised Inner Lid Induction Base Pressure Cooker 
Disposable Coffee Filters,B0B7XR31QY,24,"BEAN SONG Ready To Use South Indian Filter Coffee Decoction - 200Ml (Pack Of 2), 400Ml | Instant Filter Coffee Decoction | Authentic 100% 'A' Grade Arabica & Robusta Blend Filter Coffee, Liquid, Bag",3.9,110,280,Ready-to-use South Indian Filter Coffee Decoction,BEAN SONG Ready To Use South Indian Filter Coffee Decoction - 200Ml 
Coffee Grinders,B09CRHQKK7,15,"InstaCuppa Rechargeable Coffee Bean Grinder with Ceramic Conical Burr Mill, One Click Operation, 5 Adjustable Grind Settings, Airtight Bottom Canister (18/8 Steel)",4,262,2499,Rechargeable Coffee Bean Grinder,InstaCuppa Rechargeable Coffee Bean Grinder with Ceramic Conical Burr Mill
Manual Grinders,B09CRHQKK7,5,"InstaCuppa Rechargeable Coffee Bean Grinder with Ceramic Conical Burr Mill, One Click Operation, 5 Adjustable Grind Settings, Airtight Bottom Canister (18/8 Steel)",4,262,2499,Rechargeable Coffee Grinder,InstaCuppa Rechargeable Coffee Bean Grinder with Ceramic Conical Burr Mill
Reusable Filters,B07Y8CPPKB,28,"4 Pack French Press Replacement Filter Screen, findTop 4 Inch Stainless Steel Mesh Replacements for 1000 ml / 34 oz / 8 Cup French Press",4.6,2012,1701.94,Replacement Filter Screen for French Press,4 Pack French Press Replacement Filter Screen
Stovetop Espresso Pots,B000KG8FT2,20,Bialetti Packing 3 gaskets and 1 filter for aluminium Coffee pot -6 cups,4.6,6928,1492,Replacement parts for coffee pot,Bialetti Packing 3 gaskets and 1 filter for aluminium Coffee pot -6 cups
Coffee Filters,B07W3RYQC1,25,HASTHIP® Pour Over Coffee Dripper-Stainless Steel Reusable Drip Cone Coffee Filter-Paperless Metal Fine Mesh Strainer Coffee Brewer-Coffee Maker 1-6 Cup With Non-slip Cup Stand and Cleaning Brush,4.3,161,899,Reusable Coffee Dripper,HASTHIP® Pour Over Coffee Dripper-Stainless Steel Reusable Drip Cone Coffee Filter-Paperless Metal Fine Mesh Strainer Coffee Brewer-Coffee Maker 1-6 Cup With Non-slip Cup Stand and Cleaning Brush
Permanent Filters,B07X8XQ1S2,4,"Clarkia 3 Piece Size #4 Cotton Cone Coffee Filters Unbleached All-Natural, Reusable Filter Pour Over Dripper - Eco-Friendly",4,382,259,Reusable Coffee Filter,Clarkia 3 Piece Size #4 Cotton Cone Coffee Filters Unbleached All-Natural
Coffee Filters,B07X8XQ1S2,21,"Clarkia 3 Piece Size #4 Cotton Cone Coffee Filters Unbleached All-Natural, Reusable Filter Pour Over Dripper - Eco-Friendly",4,382,259,Reusable Coffee Filter,Clarkia 3 Piece Size #4 Cotton Cone Coffee Filters Unbleached All-Natural
Permanent Filters,B01MY0BDX8,25,GoldTone Brand Reusable 8-12 Cup Basket Coffee Filter fits Mr. Coffee Makers and Brewers. Replaces your Mr. Coffee Reusable Basket Coffee Filter & Permanent Mr. Coffee Basket Filter - BPA Free,4.6,22861,1400.49,Reusable Coffee Filter,GoldTone Brand Reusable 8-12 Cup Basket Coffee Filter fits Mr. Coffee Makers and Brewers. Replaces your Mr. Coffee Reusable Basket Coffee Filter & Permanent Mr. Coffee Basket Filter - BPA Free
Reusable Filters,B07YCDB2DR,17,"Reusable K Cups, 6 Pack Universal Fit Reusable Coffee Filters with Food Grade Stainless Steel Mesh Eco-Friendly Coffee Pods, for Keurig 1.0 and 2.0 Brewers",4.5,18433,1764,Reusable Coffee Filters,Reusable K Cups
Permanent Filters,B092HXYNPV,20,"Reusable Coffee Filters, 2 Pack 6-12 Cup Cone Coffee Filters #4 Basket Permanent Replacement Coffee Filters with Stainless Steel Mesh Fit for Cuisinart Coffee Maker Filter and Brewers",4.6,798,2134,Reusable Coffee Filters,Reusable Coffee Filters
Disposable Coffee Filters,B07XD46G19,23,"Clarkia 3 Count #2 Cotton Cone Coffee Filters Unbleached All-Natural, Reusable Filter Pour Over Dripper - Eco-Friendly",4,382,249,Reusable Coffee Filters,Clarkia 3 Count #2 Cotton Cone Coffee Filters Unbleached All-Natural
Reusable Filters,B00E58P81E,29,Able Brewing DISK FINE Coffee Filter for AeroPress Coffee & Espresso Maker - stainless steel reusable,4.3,285,,Reusable coffee filter for AeroPress,Able Brewing DISK FINE Coffee Filter for AeroPress Coffee & Espresso Maker - stainless steel reusable
Capsule Stands,B07ZDQ159V,22,Flagship Revolving Coffee Pod Holder for Nespresso Vertuoline (20 Pods) (Black),4.6,962,4952,Revolving Coffee Pod Holder,Flagship Revolving Coffee Pod Holder for Nespresso Vertuoline 
Home & Kitchen,B00OHNGG40,5,Godrej aer Spray | Room Freshener for Home & Office - Fresh Lush Green (220 ml) | Long-Lasting Fragrance,4.1,14908,114,Room Freshener Spray,Godrej aer Spray 
Capsule Stands,B08XZP2N4D,10,Storage Carousel for Bartesian Capsules by Ksestor - Holds up to 36 Bartesian Pods - 360-Degree Rotation - Bartesian Pod Holder - Bartesian Capsule Holder - Chrome Finish,4.7,332,,Rotating Capsule Holder,Storage Carousel for Bartesian Capsules by Ksestor - Holds up to 36 Bartesian Pods - 360-Degree Rotation - Bartesian Pod Holder - Bartesian Capsule Holder - Chrome Finish
Coffee Capsule Holders,B08XZP2N4D,18,Storage Carousel for Bartesian Capsules by Ksestor - Holds up to 36 Bartesian Pods - 360-Degree Rotation - Bartesian Pod Holder - Bartesian Capsule Holder - Chrome Finish,4.7,332,,Rotating Capsule Holder,Storage Carousel for Bartesian Capsules by Ksestor - Holds up to 36 Bartesian Pods - 360-Degree Rotation - Bartesian Pod Holder - Bartesian Capsule Holder - Chrome Finish
Capsule Stands,B003KRHDMI,24,"Nifty Carousel for 35 K-Cups, Chrome",4.8,17718,4764,Rotating Coffee Pod Holder,Nifty Carousel for 35 K-Cups
Home & Kitchen,B08LQRXXNB,15,Homestrap Set of 6 Non-Woven Printed Saree Cover/Cloth Storage/Organizer with Transparent Window (Grey)(Featured on Shark Tank),4,10524,379,Saree storage organizer,Homestrap Set of 6 Non-Woven Printed Saree Cover
Home & Kitchen,B09PK3QPLR,25,Go Well Satin Silk Pillow Cover for Hair and Skin 2 Piece with 3 Piece Satin Silk Soft Scrunchies|Silk Pillow Covers with Envelope Closure end Design|Silk Pillow Cases(Rose Taupe) 400 TC,4.3,4611,299,Satin Silk Pillow Cover Set,Go Well Satin Silk Pillow Cover for Hair and Skin 2 Piece with 3 Piece Satin Silk Soft Scrunchies
Measuring Spoons,B00385WI40,18,"Dreamfarm Supoon Sit up Scraping Spoon, 28cm, Black",4.7,1823,1139,Scraping Spoon,Dreamfarm Supoon Sit up Scraping Spoon
Measuring Spoons,B01F7B2XS8,13,Dynore Mirror Finish Set of 4 Heavy Measuring Cup and 4 Measuring Spoon,4.2,759,280,Set of 4 Measuring Cups and Spoons,Dynore Mirror Finish Set of 4 Heavy Measuring Cup and 4 Measuring Spoon
Coffee Makers,B07H3LQP5K,1,"É NESCAFÉ, Smart Coffee Maker And Travel Mug, Black",3.9,2086,6499,Smart Coffee Maker And Travel Mug,É NESCAFÉ
Drip Coffee Machines,B09QHQNLFB,1,PANCA South Indian Filter Coffee Maker 200 ML 2-4 Cup Mug Madras Kaapi Kappi Drip Decoction Maker Brewer Dripper Stainless Steel Medium Size for Home & Kitchen,4.2,787,275,South Indian Coffee Maker,PANCA South Indian Filter Coffee Maker 200 ML 2-4 Cup Mug Madras Kaapi Kappi Drip Decoction Maker Brewer Dripper Stainless Steel Medium Size for Home & Kitchen
Disposable Coffee Filters,B0BP8GXVBC,25,"Cothas Speciality Blend | South Indian Filter Coffee | 85% Coffee 15% Chicory (200G), Ground, Bag",4.4,1363,138,South Indian Filter Coffee,Cothas Speciality Blend 
Stovetop Espresso Pots,B09T9J127T,25,"Bialetti Spare Parts, Includes 3 Gaskets and 1 Plate, Compatible with Moka Express, Fiammetta, Break, Happy, Dama, Moka Timer and Rainbow (6 Cups)",4.6,1612,3544,Spare Parts Set for Coffee Maker,Bialetti Spare Parts
Braising Casseroles,B00EYZSPXG,15,"Vinod Tuscany Stainless Steel Casserole Combo Set of 2 with Glass Lid | 2 Litre & 2.8 Litre | 5mm Thick Heavy Base, Extra Deep | Gas & Induction Base | 2 Year Warranty",4.1,284,1979,Stainless Steel Casserole Combo Set,Vinod Tuscany Stainless Steel Casserole Combo Set of 2 with Glass Lid 
Braising Casseroles,B09F3DRD1M,3,"Prestige Platina Popular Stainless Steel Gas and Induction Compatible Casserole with Glass Lid, 200 mm, 3 Litre",4.4,200,1199,Stainless Steel Casserole with Glass Lid,Prestige Platina Popular Stainless Steel Gas and Induction Compatible Casserole with Glass Lid
Braising Casseroles,B09F3FFH7L,7,"Prestige Platina Popular Stainless Steel Gas and Induction Compatible Casserole with Glass Lid, 180 mm, 2 Litre",4.3,111,1080,Stainless Steel Casserole with Glass Lid,Prestige Platina Popular Stainless Steel Gas and Induction Compatible Casserole with Glass Lid
Braising Casseroles,B09F3GLDY1,12,"Prestige Platina Popular Stainless Steel Gas and Induction Compatible Casserole with Glass Lid, 260 mm, 7.25 Litre",4.3,132,1740,Stainless Steel Casserole with Glass Lid,Prestige Platina Popular Stainless Steel Gas and Induction Compatible Casserole with Glass Lid
Braising Casseroles,B09F3G9VGC,27,"Prestige Platina Popular Stainless Steel Gas and Induction Compatible Casserole with Glass Lid, 240 mm, 5.5 Litre",4.2,141,1510,Stainless Steel Casserole with Glass Lid,Prestige Platina Popular Stainless Steel Gas and Induction Compatible Casserole with Glass Lid
Home & Kitchen,B08VRT47Y6,23,"OrganizeMee Chopping Board Stainless Steel Metal Cutting Kitchen,Heavy Duty Choping-Board Vegetable,Fruit Cutter, Meats vegitable Chopper Boards,Safe Durable with Warranty(Medium)(Size 31.8CM X 21CM)",4.2,8844,489,Stainless Steel Chopping Board,OrganizeMee Chopping Board Stainless Steel Metal Cutting Kitchen
Permanent Filters,B08W8HX4H8,1,"Verilux® Pour Over Coffee Filter, Coffee Dripper, Paperless Mess Stainless Steel Coffee Filter, Maker One to Two Cup Coffee, Keeping Nature Coffee Flavour, Easy to Use and Clean",4.1,180,599,Stainless Steel Coffee Filter,Verilux® Pour Over Coffee Filter
Coffee Filters,B08W8HX4H8,10,"Verilux® Pour Over Coffee Filter, Coffee Dripper, Paperless Mess Stainless Steel Coffee Filter, Maker One to Two Cup Coffee, Keeping Nature Coffee Flavour, Easy to Use and Clean",4.1,180,599,Stainless Steel Coffee Filter,Verilux® Pour Over Coffee Filter
Drip Coffee Machines,B07W649MDP,22,"Sidapur Vietnamese Phin Ca Phe Stainless Steel Coffee Filter, Capacity: 6 Oz/170 ml",4.4,198,490,Stainless Steel Coffee Filter,Sidapur Vietnamese Phin Ca Phe Stainless Steel Coffee Filter
Reusable Filters,B09KNSXW8Z,1,BURRDOFF Coffee Filter Stainless Steel (450ml + 2 Dabara & 2 Glass) Filter Coffee Maker Steel Indian Coffee Filter for Home Coffee Filter South Indian with 2 Dabara & 2 Glass,4.5,131,844,Stainless Steel Coffee Filter Set,BURRDOFF Coffee Filter Stainless Steel 
Coffee Filters,B09KNSXW8Z,14,BURRDOFF Coffee Filter Stainless Steel (450ml + 2 Dabara & 2 Glass) Filter Coffee Maker Steel Indian Coffee Filter for Home Coffee Filter South Indian with 2 Dabara & 2 Glass,4.5,131,844,Stainless Steel Coffee Filter Set,BURRDOFF Coffee Filter Stainless Steel 
Reusable Filters,B093G21J2L,3,"BURRDOFF Stainless Steel Coffee Maker (325ml) Filter Coffee Maker | Coffee Filter for Home Stainless Steel |Coffee Filter Stainless Steel, Filter Coffee Maker for Home",4.2,743,535,Stainless Steel Coffee Maker,BURRDOFF Stainless Steel Coffee Maker 
Coffee Filters,B093G21J2L,27,"BURRDOFF Stainless Steel Coffee Maker (325ml) Filter Coffee Maker | Coffee Filter for Home Stainless Steel |Coffee Filter Stainless Steel, Filter Coffee Maker for Home",4.2,743,535,Stainless Steel Coffee Maker,BURRDOFF Stainless Steel Coffee Maker 
Kadhai & Woks,B00EYZSLY4,29,"Vinod Stainless Steel Kadhai with Glass Lid - 1.4 Litre, 18cm | Extra Thick, SAS Heavy Bottom | Kadai for Cooking | Induction and Gas Base | 2 Year Warranty - Silver",4.2,2322,990,Stainless Steel Cooking Kadhai,Vinod Stainless Steel Kadhai with Glass Lid - 1.4 Litre
Woks,B0BTTDYV7J,30,"Allo CookSafe TriPly Stainless Steel Tasla, Induction Friendly, Naturally Non Stick Kadhai 18cm, 1.2 litres",4.3,203,899,Stainless Steel Cooking Pan,Allo CookSafe TriPly Stainless Steel Tasla
Stir-Fry Pans,B09PVB38XJ,26,Kraft- follow your imagination Kraft Futuretec Triply Stainless Steel Extra Deep Tasla 1.5 Litres(20 Cm Diameter)/Cooking And Serving/Gas Stove And Induction Base/Bpa And Pfoa Free/Toxin Free - Silver,4.4,219,1009,Stainless Steel Cooking and Serving Utensil,Kraft- follow your imagination Kraft Futuretec Triply Stainless Steel Extra Deep Tasla 1.5 Litres
Braising Casseroles,B00EYZSQLC,4,"Vinod Tuscany Stainless Steel Cookware Set of 5 with Glass Lid | Frypan, Casserole 1.3, 2, 2.8 LTR and Saucepan 1.3 LTR | Extra Deep | Gas & Induction Base | 2 Year Warranty",4.1,1268,3549,Stainless Steel Cookware Set,Vinod Tuscany Stainless Steel Cookware Set of 5 with Glass Lid 
Pots & Pans,B0C28MZSNT,9,"Bergner Tripro Triply Stainless Steel 4 Pc Cookware Set, 24 cm Indian Wok/Kadai with Lid, 22 cm Frypan, 16 cm Tea Pan, Even and Fast Heating, Induction Bottom, Gas Ready, Silver",4.3,1196,2699,Stainless Steel Cookware Set,Bergner Tripro Triply Stainless Steel 4 Pc Cookware Set
Cookware,B0C28MZSNT,9,"Bergner Tripro Triply Stainless Steel 4 Pc Cookware Set, 24 cm Indian Wok/Kadai with Lid, 22 cm Frypan, 16 cm Tea Pan, Even and Fast Heating, Induction Bottom, Gas Ready, Silver",4.3,1196,2699,Stainless Steel Cookware Set,Bergner Tripro Triply Stainless Steel 4 Pc Cookware Set
Kadhai & Woks,B07Z3R64MK,15,"Hawkins 2.5 Litre Deep Fry Pan, Triply Stainless Steel Kadai with Glass Lid, Flat Bottom Induction Kadhai, Silver (SSD25G)",4.4,3447,2059,Stainless Steel Deep Fry Pan with Glass Lid,Hawkins 2.5 Litre Deep Fry Pan
Frying Pans,B07Z3R64MK,19,"Hawkins 2.5 Litre Deep Fry Pan, Triply Stainless Steel Kadai with Glass Lid, Flat Bottom Induction Kadhai, Silver (SSD25G)",4.4,3447,2059,Stainless Steel Deep Fry Pan with Glass Lid,Hawkins 2.5 Litre Deep Fry Pan
Woks,B0BVG4DZBQ,25,"Orange Triply Stainless Steel Deep Kadai with Glass Lid 4.5L 28cm Diameter | 5 Year Warranty | Induction Friendly, Easy Clean | Cool Touch Rivetted Handles | Ideal for All cooktops | Silver",4.4,116,2039,Stainless Steel Deep Kadai with Glass Lid,Orange Triply Stainless Steel Deep Kadai with Glass Lid 4.5L 28cm Diameter 
Woks,B07T8YK6SJ,2,Vinod Platinum Triply Stainless Steel Extra Deep Kadai with Lid 2.5 Litre (22 cm) | 2.5mm Thick | Stainless Steel Cookware | 5 Year Warranty | Induction & Gas Base,4.5,5283,2579,Stainless Steel Deep Kadai with Lid,Vinod Platinum Triply Stainless Steel Extra Deep Kadai with Lid 2.5 Litre 
Kadhai & Woks,B07T8YK6SJ,7,Vinod Platinum Triply Stainless Steel Extra Deep Kadai with Lid 2.5 Litre (22 cm) | 2.5mm Thick | Stainless Steel Cookware | 5 Year Warranty | Induction & Gas Base,4.5,5283,2579,Stainless Steel Deep Kadai with Lid,Vinod Platinum Triply Stainless Steel Extra Deep Kadai with Lid 2.5 Litre 
Woks,B0B28XTCRR,12,Vinod Platinum Triply Stainless Steel Extra Deep Kadai with Glass Lid 2.5 Litre (22 cm) | 2.5mm Thick | Kadai for Cooking | Heavy Base | Induction & Gas Base | 5 Year Warranty,4.4,348,2579,Stainless Steel Deep Kadai with Lid,Vinod Platinum Triply Stainless Steel Extra Deep Kadai with Glass Lid 2.5 Litre 
Woks,B0B3T8BSFT,26,Kraft Futuretec Triply Stainless Steel Extra Deep kadai with Lid - 1.5 Litre (20cm) | 2.5mm Thick | Strong Riveted Handle | Induction and Gas Base | 5 Year Warranty | Toxin Free,4.3,290,1349,Stainless Steel Deep Kadai with Lid,Kraft Futuretec Triply Stainless Steel Extra Deep kadai with Lid - 1.5 Litre 
Electric Kettles,B07VNFP3C2,4,"Prestige Stainless Steel 1.5 Litre Kettle 1500-Watts, Red",3.9,37532,699,Stainless Steel Electric Kettle,Prestige Stainless Steel 1.5 Litre Kettle 1500-Watts
Kettles & Tea Machines,B07VNFP3C2,4,"Prestige Stainless Steel 1.5 Litre Kettle 1500-Watts, Red",3.9,37532,699,Stainless Steel Electric Kettle,Prestige Stainless Steel 1.5 Litre Kettle 1500-Watts
"Coffee, Tea & Espresso",B07VNFP3C2,4,"Prestige Stainless Steel 1.5 Litre Kettle 1500-Watts, Red",3.9,37532,699,Stainless Steel Electric Kettle,Prestige Stainless Steel 1.5 Litre Kettle 1500-Watts
Stovetop Espresso Pots,B095K14P86,5,"Saiyam Stainless Steel Espresso Maker Stovetop Coffee Percolator Italian Coffee Maker Moka Pot (4 Cup - 200 ml, Silver)",4.1,847,649,Stainless Steel Espresso Maker,Saiyam Stainless Steel Espresso Maker Stovetop Coffee Percolator Italian Coffee Maker Moka Pot 
Stovetop Espresso Pots,B08X2PRWCD,6,R RUNILEX Stainless Steel Espresso Maker Stovetop Coffee Percolator Italian Coffee Maker Moka Pot (Silver) (200 ml - 4Cup),4.1,431,599,Stainless Steel Espresso Maker,R RUNILEX Stainless Steel Espresso Maker Stovetop Coffee Percolator Italian Coffee Maker Moka Pot 
Frying Pans,B07Z3QTFC7,10,"Hawkins 26 cm Frying Pan, Triply Stainless Steel Fry Pan with Glass Lid, Induction Frying Pan, Frypan, Silver (SSF26G)",4.3,3770,1808,Stainless Steel Frying Pan with Glass Lid,Hawkins 26 cm Frying Pan
Frying Pans,B01N4T6PW6,28,"Vinod Platinum Triply Stainless Steel Frypan 24 cm | 2.5 mm Thick | Steel Pan | Scratch Resistant, Non Toxic | 5 Year Warranty | Induction & Gas Friendly, Heavy Bottom",4.4,1928,2389,Stainless Steel Frypan,Vinod Platinum Triply Stainless Steel Frypan 24 cm 
Frying Pans,B09F2KTLPX,20,"Prestige Platina Popular Stainless Steel Gas and Induction Compatible Fry Pan, 240 mm",4.3,426,960,Stainless Steel Gas and Induction Compatible Fry Pan,Prestige Platina Popular Stainless Steel Gas and Induction Compatible Fry Pan
Braising Casseroles,B07RHM8SF2,8,"Borosil Stainless Steel Handi Casserole With Lid, Induction friendly, Impact Bonded Tri-ply Bottom, 2.9 L",4.1,1081,1104,Stainless Steel Handi Casserole With Lid,Borosil Stainless Steel Handi Casserole With Lid
Cookware,B0BQDM2FXD,27,Pigeon Stainless Steel Idly Maker 4 Plates Compatible with Induction and Gas Stove,3.4,774,789,Stainless Steel Idly Maker,Pigeon Stainless Steel Idly Maker 4 Plates Compatible with Induction and Gas Stove
Kadhai & Woks,B07PB6BW5Q,22,"Amazon Brand - Solimo Stainless Steel Induction Bottom Kadhai (25cm), Silver",4,6815,489,Stainless Steel Induction Bottom Cooking Pot,Amazon Brand - Solimo Stainless Steel Induction Bottom Kadhai 
Cookware,B07S7DNXVV,14,"Neelam Stainless Steel Induction Bottom Sauce Pan, 1150ml, 1 Piece, Silver",4.3,1629,300,Stainless Steel Induction Bottom Sauce Pan,Neelam Stainless Steel Induction Bottom Sauce Pan
Pots & Pans,B07S7DNXVV,14,"Neelam Stainless Steel Induction Bottom Sauce Pan, 1150ml, 1 Piece, Silver",4.3,1629,300,Stainless Steel Induction Bottom Sauce Pan,Neelam Stainless Steel Induction Bottom Sauce Pan
Kadhai & Woks,B07JKSLZ4Q,4,Vinod Platinum Triply Stainless Steel Kadai with lid 3.2 Litre (26 cm Dia) | 2.5mm Thick | 3 Layer Stainless Steel Cookware | 5 Year Warranty | Induction & Gas Base | Heavy Base,4.4,7095,2895,Stainless Steel Kadai with Lid,Vinod Platinum Triply Stainless Steel Kadai with lid 3.2 Litre 
Woks,B07JKSLZ4Q,4,Vinod Platinum Triply Stainless Steel Kadai with lid 3.2 Litre (26 cm Dia) | 2.5mm Thick | 3 Layer Stainless Steel Cookware | 5 Year Warranty | Induction & Gas Base | Heavy Base,4.4,7095,2895,Stainless Steel Kadai with Lid,Vinod Platinum Triply Stainless Steel Kadai with lid 3.2 Litre 
Stir-Fry Pans,B01NHBV5JY,5,Vinod Platinum Triply Stainless Steel Kadai with lid 2.5 Litre (24 cm Dia) | 2.5mm Thick | 3 Layer Stainless Steel Cookware | 5 Year Warranty | Induction & Gas Base | Heavy Base,4.4,7095,2599,Stainless Steel Kadai with Lid,Vinod Platinum Triply Stainless Steel Kadai with lid 2.5 Litre 
Woks,B011VH3RQE,8,"Stahl Triply Stainless Steel Kadai with Lid | Stainless Steel Cookware Tri Ply Kadhai | Gas & Induction Base | Artisan 4326, Dia 26 cm, 3.3 L (Serves 6 People)",4.5,1524,3024,Stainless Steel Kadai with Lid,Stahl Triply Stainless Steel Kadai with Lid 
Woks,B094R9YQD3,13,"iVBOX® Platina Induction Bottom 22cm Tri-Ply Stainless Steel Kadai with Lid, 2-LTR (22cm)",4.4,227,1299,Stainless Steel Kadai with Lid,iVBOX® Platina Induction Bottom 22cm Tri-Ply Stainless Steel Kadai with Lid
Kadhai & Woks,B011VH3RQE,20,"Stahl Triply Stainless Steel Kadai with Lid | Stainless Steel Cookware Tri Ply Kadhai | Gas & Induction Base | Artisan 4326, Dia 26 cm, 3.3 L (Serves 6 People)",4.5,1524,3024,Stainless Steel Kadai with Lid,Stahl Triply Stainless Steel Kadai with Lid 
Stir-Fry Pans,B08T9NPLBN,29,"Shri & Sam Stainless Steel Heavy Weight Kadhai, 2.5 mm (Plain, 24cm 2.1 Litre)",4.3,924,1999,Stainless Steel Kadhai,Shri & Sam Stainless Steel Heavy Weight Kadhai
