Categeory,asin,Rank,image_url,Rating,Rating Count,Price,Tag,description,Ai_description,Product_title,Keyword
Bathroom Soap Dispensers,B09BJWJCPV,6,"https://images-eu.ssl-images-amazon.com/images/I/41dPDIzVe6L._AC_UL300_SR300,200_.jpg",3.9,4752,149,Best Pick,"HIGH QUALITY PLASTIC & DURABLE: KBS Liquid Soap Pump Dispenser for Dishwasher is made of high quality plastic, ensuring its long lasting durability. Multi- Function Used For : School , Office , Restaurant , Hotel , Airport , Factories , Gas Station Etc. Ideal For Bathroom Accessories and Kitchen accessories Items Both Home & Commercial. LIGHTWEIGHT & EASY TO STORE: This soap dispenser for kitchen is lightweight and can be stored easily on your counter tops acquiring only a fraction of your space. Handy Product Specially For Women For Liquid Dispenser Complete Solution EASY TO CLEAN: Unlike traditional soap caddies which can often leak, our kitchen soap dispenser with pump comes with a detachable tray which allows for easy cleaning and refilling. The tray also drains out excess water from the sponge without seeping into your soap container.","{
    ""AI_DESCRIPTION"": ""High quality plastic soap dispenser for kitchen & bathroom. Lightweight, easy to store & clean. Perfect for home & commercial use.""
}",KBS 2 in 1 Soap Dispenser for Kitchen Sink Accessories Dishwasher Liquid Holder Liquid Dispenser Pump 400 ML with Sponge Holder Bathroom Accessories Items ,2-in-1 Soap Dispenser with Sponge Holder
Home Storage & Organization,B0CBC9RGQL,17,"https://images-eu.ssl-images-amazon.com/images/I/715q01C-6IL._AC_UL300_SR300,200_.jpg",4.2,2108,170,Eco Pick,"Convenient and space-saving: This 2-in-1 soap dispenser combines liquid hand soap and hand sanitizer in one convenient unit. It saves space on your countertop and eliminates the need to have two separate dispensers. Easy to use: The soap dispenser is easy to operate with just one hand. Simply press the button to dispense the desired amount of soap or sanitizer. Ergonomic design: The dispenser has an ergonomic design that makes it comfortable to hold and use. The large button is easy to press, even with wet hands. Durable and leak-proof: The dispenser is made of durable materials that are resistant to wear and tear. It is also leak-proof, so you can be sure that your soap or sanitizer will stay contained. Economical and refillable: The dispenser comes with a refillable bottle of soap or sanitizer. This means that you can save money by refilling the bottle instead of buying a new one.","{
    ""AI_DESCRIPTION"": ""Convenient 2-in-1 soap dispenser with ergonomic design. Easy to use, refillable, and leak-proof. Save space and money!""
}",Eightiz 2 in 1 Soap Dispenser for Bathroom Accessories Dishwasher Liquid Holder Liquid Dispenser Pump 400 ML with Sponge Holder Kitchen Sink Accessories Items ,2-in-1 Soap Dispenser with Sponge Holder
Bathroom Soap Dispensers,B0C7QTH2H2,4,"https://images-eu.ssl-images-amazon.com/images/I/41OerMKIJVL._AC_UL300_SR300,200_.jpg",3.8,931,215,Best Pick,"this Double Layer2-in-1dishwasher soap dispenser is designed to be superior, made of unbreakable ABS plastic making it long-lasting. Made of food grade PP plastic to ensure your health, durable, reusable, safe to use, dishwasher safe. Sink dispenser with attached caddy holds sponges, scrubbers, rags, scouring pads in one convenient place while keeping water off of kitchen counters. : Dispense the perfect amount of soap onto the sponge, extremely easy to use. Made up of premium quality food grade plastic which is 100% BPA Free. Re-usable and can be cleaned easily.","{
    ""AI_DESCRIPTION"": ""Convenient 2-in-1 dishwasher soap dispenser with attached caddy. Durable, reusable, and easy to use. 100% BPA free.""
}",VYOOx 2 in 1 Soap Pump Dispenser for Dishwasher Liquid Soap Sponge Holder Free Sponge,2-in-1 Soap Pump Dispenser with Sponge Holder
Sewing Sets & Kits,B0C23DW2NW,9,"https://images-eu.ssl-images-amazon.com/images/I/81l5PE6NHlL._AC_UL300_SR300,200_.jpg",4.5,114,999,Best Pick,"206 Pack Premium Sewing Kit: This sewing kit contains near all the accessories you could ever need, it’s also the most accessories in sewing kit on Amazon. Compared with the conventional big kit on Amazon, we have 5 multicolor thread, 2 size clips, 2 size knitting needles, 10 different size colorful buttons and 2 needle threader. Provide you with better service. Easy to carry: All sewing accessories in a compact case(10.2*7.6*1.5in), which is bigger than any other sewing kit on Amazon, well compact makes it more easier to get and store up all the sewing requires, this ideal size can slip into suitcase, briefcase, office desk drawer, or car. You will always be prepared for any hand sewing emergencies. Great gift: This sewing kit makes an amazing gift for Mother's Day, and is convenient for frequent travelers, mothers, grandmothers, backpackers and young girls! The sewing kit is good for women, and is definitely something that people love to use regardless of the season. Contains sharp objects that may cause injury. Not for children age 12 and under. Enjoy the Fun of Hand Sewing: This thread kit with accessories has got you covered! You may fall in love with the feeling of DIY. Use the needle kit to teach your children to do some beautiful Handmade work. It will be fun MONEY-BACK GUARANTEE: Confidence comes from high quality and our continuous pursuit for perfectness. If you feel dissatisfied, we promise you a replacement or an immediate refund.","{
    ""AI_DESCRIPTION"": ""Get the ultimate sewing kit with 206 accessories! Perfect for on-the-go emergencies. Great gift idea. Enjoy the fun of hand sewing!""
}",FELTHOUSE 206 pcs Sewing Kit,206 pcs Sewing Kit
Cupboards,B00ITGL268,7,"https://images-eu.ssl-images-amazon.com/images/I/51wxDTU8+FL._AC_UL300_SR300,200_.jpg",4,118,1910,Best Pick,"Primary Material: ABS Plastic. Product Dimensions: Length (14 inches), Width (11 inches), Height (34 inches). Convenient storage solution for unused corners of the house. Provides versatile storage solution for small miscellaneous items.","{
    ""AI_DESCRIPTION"": ""Convenient storage solution for small items in unused corners. Dimensions: 14x11x34 inches. Made of durable ABS plastic.""
}",Nilkamal 3 Door Blooms Storage Cabinet ,3 Door Storage Cabinet
Storage Islands & Carts,B0B8J623HM,15,"https://images-eu.ssl-images-amazon.com/images/I/61aiQ5HsQjL._AC_UL300_SR300,200_.jpg",4.1,154,878,Best Pick,"Product Dimensions - Hight - 30.5inch, Width -13inch, Length -15inch, Basket Dimensions - Hight - 7inch, Width -13inch, Length -15inch , Weight - 1.750 Kg Large storage capacity - with 3 large basket DRAINAGE DESIGN: The bottom is hollow, it can be drained quickly when placing tableware or fruits and vegetables. MOVABLE DESIGN: 4 flexible wheels, allow the cart table to go where you go. You can effortlessly wheel it to the kitchen, living room, office or bedroom. ENVIRONMENTALLY FRIENDLY MATERIAL: Made of EU standard PP material, easy to clean, no fading, moisture and corrosion resistance, insect proof, durable. MULTI-PURPOSE: It could be used as a narrow kitchen cart, a dinning serving cart, bathroom storing cart, bedroom nightstand, garage tools cart and so on. Perfect as extra storage in your hall, balcony, laundry room, nursery room. kitchen trolley Easy to assemble and disassemble, no tool required. Space saving and durable, can be used in the kitchen, bathroom, or any space in the home. Ideal to store fruits and vegetables, utensils, etc. Material: Plastic ,OUTSTRETCHED GUARDRAIL: The guardrail is heightened and deepened design, the items are safely stacked, easy to take things.","{
    ""AI_DESCRIPTION"": ""Compact, versatile kitchen trolley with large storage capacity and movable design. Made of durable, environmentally friendly material. Easy to assemble and perfect for various uses.""
}",PARASNATH Plastic Skep 3 Layer Basket Fruit & Vegetable Trolley,3 Layer Basket Fruit & Vegetable Trolley
Storage Carts,B0B8J623HM,14,"https://images-eu.ssl-images-amazon.com/images/I/61aiQ5HsQjL._AC_UL300_SR300,200_.jpg",4.1,154,878,Best Pick,"Product Dimensions - Hight - 30.5inch, Width -13inch, Length -15inch, Basket Dimensions - Hight - 7inch, Width -13inch, Length -15inch , Weight - 1.750 Kg Large storage capacity - with 3 large basket DRAINAGE DESIGN: The bottom is hollow, it can be drained quickly when placing tableware or fruits and vegetables. MOVABLE DESIGN: 4 flexible wheels, allow the cart table to go where you go. You can effortlessly wheel it to the kitchen, living room, office or bedroom. ENVIRONMENTALLY FRIENDLY MATERIAL: Made of EU standard PP material, easy to clean, no fading, moisture and corrosion resistance, insect proof, durable. MULTI-PURPOSE: It could be used as a narrow kitchen cart, a dinning serving cart, bathroom storing cart, bedroom nightstand, garage tools cart and so on. Perfect as extra storage in your hall, balcony, laundry room, nursery room. kitchen trolley Easy to assemble and disassemble, no tool required. Space saving and durable, can be used in the kitchen, bathroom, or any space in the home. Ideal to store fruits and vegetables, utensils, etc. Material: Plastic ,OUTSTRETCHED GUARDRAIL: The guardrail is heightened and deepened design, the items are safely stacked, easy to take things.","{
    ""AI_DESCRIPTION"": ""Large storage capacity, movable design with drainage feature. Environmentally friendly material. Multi-purpose kitchen trolley.""
}",PARASNATH Plastic Skep 3 Layer Basket Fruit & Vegetable Trolley,3 Layer Fruit & Vegetable Trolley
Files & Rasps,B003KIY9E2,23,"https://images-eu.ssl-images-amazon.com/images/I/71K7DTuYjHS._AC_UL300_SR300,200_.jpg",4.5,149,1491,Best Pick,Bi-material handle for comfort and grip High carbon steel blade for strength and durability Hang handle for convenient storage Warranty on manufacturing defects only,"{
    ""AI_DESCRIPTION"": ""Comfortable grip, durable blade, convenient storage. Warranty on manufacturing defects.""
}",STANLEY 0-22-477 3 Piece Flat Rasp Bastard Cut Set,3 Piece Flat Rasp Set
Plugs,B07QW8QL1G,14,"https://images-eu.ssl-images-amazon.com/images/I/51pCT+OMdvL._AC_UL300_SR300,200_.jpg",4.2,122,210,Best Pick,"PACKAGE CONTAINS: 2 3-Pin Plug Top Exclusive Design to give Elegant Look Easy to carry, Non flammable & Durable Material: Virgin Plastic 6months warranty provided by the manufacturer from date of purchase","{
    ""AI_DESCRIPTION"": ""Elegant 3-Pin Plug Tops x2, Durable & Non-flammable. Virgin Plastic. 6-month warranty included.""
}",Anchor by Panasonic 16A 3 Pin Plug Top 240V ,3 Pin Plug Top
Bedroom Wardrobes,B09PBD2RL9,24,"https://images-eu.ssl-images-amazon.com/images/I/71SB-SqMD+L._AC_UL300_SR300,200_.jpg",4.2,467,13712,Best Pick,"Product Dimensions: L (47 Inches / 120 CMs), W (18 Inches / 46 CMs), H (72 Inches / 182 CMs) Primary Material: Engineered Wood - Particle Board with Laminate Finish: Matte Wood Grain, Color: Wotan Oak and White, Style: Contemporary Care Instructions: Wipe it clean with a dry cloth. Do not use water. Wipe any spills immediately","{
    ""AI_DESCRIPTION"": ""Compact, stylish storage unit in Wotan Oak and White. Easy to clean, just wipe with a dry cloth. No water.""
}",DeckUp Plank Uniti 3-Door Engineered Wood Wardrobe ,3-Door Wood Wardrobe
Pot & Pan Sets,B01H932RC4,7,"https://images-eu.ssl-images-amazon.com/images/I/71hP1JEHDFL._AC_UL300_SR300,200_.jpg",4.2,12013,2310,Best Pick,Made using German technology and it lasts three times longer than ordinary non-stick cookware. Special spatter-coated surface looks new for longer and is also metal-spoon friendly Can be used on both gas and induction cook-tops. Durable Granite-finish Coating Dishwasher Safe Superior Non-stick Surface Cook & Serve Warranty : 2 Years Manufacturer Warranty,"{
    ""AI_DESCRIPTION"": ""Long-lasting non-stick cookware with durable granite finish. Metal-spoon friendly and suitable for gas/induction cook-tops. Dishwasher safe. 2-year warranty.""
}",Prestige Omega Deluxe Granite Aluminium 3 Pcs Set- Tawa,3-Piece Cookware Set
Sofa Sets,B09GKQJ12C,12,"https://images-eu.ssl-images-amazon.com/images/I/61RScyWwCqL._AC_UL300_SR300,200_.jpg",4.3,554,22399,Best Pick,"Product Dimensions: Length 75 inches (191 cms), Depth 35 inches (89 cms), Height 35 inches (89 cms); SEATING HEIGHT: 19 inches (48 cms) Product Attributes: Frame Material: Neem Wood | Leg Material: Teak Wood | Color: Avocado Green | Style: Contemporary | Upholstery Material: 320 GSM Polyester Fabric | Product Weight: 40.47 Kg | Comfort Level: Medium Firm Seating Capacity: 3 Seater | WARRANTY: 3 Year Manufacturing Warranty | FEATURES : Fixed Tufted Back | Durable | Termite Resistant | High-Density Foam | ASSEMBLY: Required, DIY ( Do-It -Yourself) Certified & Tested: Sofa has successfully passed BS EN ISO 12947; 105; 12945 standards for abrasion resistance, color fading prevention, pilling resistance respectively, and EN 12520 testing standards of combined back and seat durability test has been conducted for more than 25000 cycles.","{
    ""AI_DESCRIPTION"": ""3-seater sofa in avocado green, neem wood frame, teak wood legs, 320 GSM polyester fabric, medium firm, 3-year warranty. Assembly required.""
}",Sleepyhead Yolo - 3 Seater Sofa ,3-Seater Sofa
Sleeping Bag,B09FJNMJLD,2,"https://images-eu.ssl-images-amazon.com/images/I/711kjEBpFXL._AC_UL300_SR300,200_.jpg",4.2,1990,559,Best Pick,"Most comfortable for your baby: This baby sleeping bag ensures a hug of comfort to your baby so that the baby is reassured & keeps them in tight fit and thus they can be tucked into the bed or in your car seat easily Portable & multi functional baby sleeping bed: Its light-weight and compact design makes it very easy to convert this into a travel companion Made of hypoallergenic cotton fibre this bed is perfect for the baby skin & turns to be the preferred lounger for the baby Grows with your baby with the help of the zipper. In winter and AC environment the zipper can be closed and the bedding acts as a hooded quilt, whereas in case of warm weather it can be used as a mattress This baby bedding set lets you co-sleep with your baby, it creates a barrier between baby and parents giving the baby their own cozy space","{
    ""AI_DESCRIPTION"": ""Most comfortable baby sleeping bag, grows with your baby. Portable, hypoallergenic, multi-functional. Create cozy space for your little one.""
}",LuvLap 3 in 1 Baby Bed,3-in-1 Baby Bed
Toilet Brushes & Holders,B0BNJFB321,12,"https://images-eu.ssl-images-amazon.com/images/I/61NBNJXmGYL._AC_UL300_SR300,200_.jpg",3.7,2479,499,Best Pick,"UPGRADED 3 IN 1 FLOOR SCRUBBER WITH WIPER : Bathroom cleaning brush comes in 3 in 1 function that is two sided scrub brush and rubber scrape. Bathroom brush ‘s stiff bristles is used for scrubbing the floor/wall, after brushing the floor, you can easily scrape off the sewage with the rubber squeegee. Bathroom cleaning brush with wiper V-SHAPED HARD BRISTLE: Our tile cleaner brush is designed in V-shape stiff bristles, it is special for cleaning those hard-to reach corners, cross grout, gaps and crevices in bathroom and kitchen. The tile grout brush fits easily to the grout lines(corners, tight spots, etc.), cross crevices, high and low gaps, corners, etc. and effectively remove the stains stubborn dirt, dirty water, and dust on the ground or wall without damage the wall. 180° ROTATING REMOVABLE HEAD: Bathroom floor cleaning brush can rotate 180 degrees at the pivot joint to provide you with the best angle for all deep cleaning jobs. You can detach the long handle to scrub the sink gap and window bottom rail. Bathroom cleaning accessories BATHROOM BRUSH WITH LONG HANDLE : 42inche/107cm. Long enough to sweep without bending or kneeling down. Save your back! Save your knees! Bathroom tiles cleaning brush ‘s handles are easy to assemble and connect so firmly. Bathroom cleaning brush with long handle DURABLE AND EASY TO STORE: Bathroom cleaner brushes are wear-resistant, strong, not easy to break. Stainless steel strong handles will never rust to supply long-term use. PP bristles are stiff and will not bend or deform. Floor cleaner brush features a hanging hole for vertical storage and drying. 2 in 1 floor scrub cleaning brush VERSATILE FLOOR SCRUB BRUSH: You can use it as a floor cleaning brush or a push broom for outdoor. Wet and dry applied. The tiles cleaning brush will not only be used for hard floor, tiles, bathtub, swimming pool, kitchen, carpet, but also works well on balcony deck, living rooms, patio, garage, sidewalk, stadium, and other outdoor occasions. Bathroom cleaner brush","{
    ""AI_DESCRIPTION"": ""Upgrade your cleaning game with our 3-in-1 floor scrubber with wiper. Perfect for all your bathroom and kitchen cleaning needs!""
}",Rushwak Bathroom Cleaning Brush with Wiper Upgraded 3 in 1 Tiles Cleaning Brush Bathroom Brush with Long Handle 180° Rotate Bathroom Floor Cleaning Brush Bathroom Cleaning Accessories ,3-in-1 Bathroom Cleaning Brush
